name,year,month,uri,rank,listUri,finalWorth,category,otherCompensation,visible,personName,age,country,state,city,source,industries,countryOfCitizenship,timestamp,version,naturalId,position,imageExists,selfMade,status,gender,birthDate,lastName,firstName,listDescription,date,wealthList,familyList,squareImage,bioSuppress,suppressOnProfiles,premiumProfile,philanthropyScore,netWorth
Billionaires,2022,4,jim-walton,16,billionaires,66200,Fashion & Retail,0,True,Jim Walton,73,United States,Arkansas,Bentonville,Walmart,Fashion & Retail,United States,1664284109817,1,faris/5/2022/5720,16,True,False,U,M,-680659200000.0,Walton,Jim,The World's Billionaires,1649134860000,False,False,//specials-images.forbesimg.com/imageserve/5c7ef2fea7ea434b351bca5a/416x416.jpg?background=000000&cropX1=49&cropX2=934&cropY1=65&cropY2=951,False,False,False,1,$66.2 B
Billionaires,2022,4,zhong-shanshan,17,billionaires,65700,Food & Beverage,0,True,Zhong Shanshan,67,China,Not Specified,Hangzhou,"beverages, pharmaceuticals",Food & Beverage,China,1649102180806,1,faris/5/2022/219528,17,False,True,D,M,-476064000000.0,Zhong,Shanshan,The World's Billionaires,1649116800000,False,False,https://specials-images.forbesimg.com/imageserve/60380e390357bc1fbfc0bc32/416x416.jpg?background=000000&cropX1=116&cropX2=1327&cropY1=201&cropY2=1413,False,False,False,N/A,$65.7 B
Billionaires,2022,4,alice-walton,18,billionaires,65300,Fashion & Retail,0,True,Alice Walton,72,United States,Texas,Fort Worth,Walmart,Fashion & Retail,United States,1664484915266,1,faris/5/2022/5722,18,True,False,U,F,-638582400000.0,Walton,Alice,The World's Billionaires,1649134860000,False,False,//specials-images.forbesimg.com/imageserve/5c7ef270a7ea434b351bca52/416x416.jpg?background=000000&cropX1=232&cropX2=998&cropY1=222&cropY2=988,False,False,False,2,$65.3 B
Billionaires,2022,4,rob-walton,19,billionaires,65000,Fashion & Retail,0,True,Rob Walton,77,United States,Arkansas,Bentonville,Walmart,Fashion & Retail,United States,1664484986741,1,faris/5/2022/5716,19,True,False,U,M,-794620800000.0,Walton,Rob,The World's Billionaires,1649134860000,False,False,//specials-images.forbesimg.com/imageserve/59d50a9e4bbe6f37dd9ff712/416x416.jpg?background=000000&cropX1=244&cropX2=1841&cropY1=60&cropY2=1658,False,False,False,1,$65 B
Billionaires,2022,4,changpeng-zhao,19,billionaires,65000,Finance & Investments,0,True,Changpeng Zhao,44,United Arab Emirates,Not Specified,Dubai,cryptocurrency exchange,Finance & Investments,Canada,1658356138152,1,faris/5/2022/206428,20,False,True,U,M,242697600000.0,Zhao,Changpeng,The World's Billionaires,1649134860000,False,False,https://specials-images.forbesimg.com/imageserve/61115ac5b4c5d23845419c4e/416x416.jpg?background=000000&cropX1=0&cropX2=911&cropY1=0&cropY2=911,False,False,False,N/A,$65 B
Billionaires,2022,4,charles-koch,21,billionaires,60000,Diversified,0,True,Charles Koch,86,United States,Kansas,Wichita,Koch Industries,Diversified,United States,1650405027740,1,faris/5/2022/5209,21,True,False,U,M,-1078272000000.0,Koch,Charles,The World's Billionaires,1649116800000,False,False,https://specials-images.forbesimg.com/imageserve/615c94bd2aac2936a52682d1/416x416.jpg?background=000000&cropX1=286&cropX2=848&cropY1=110&cropY2=672,False,False,False,2,$60 B
Billionaires,2022,4,julia-koch,21,billionaires,60000,Diversified,0,True,Julia Koch & family,59,United States,New York,New York,Koch Industries,Diversified,United States,1664284117130,1,faris/5/2022/225795,22,False,False,U,F,-243734400000.0,Koch,Julia,The World's Billionaires,1649134860000,False,False,//specials-images.forbesimg.com/imageserve/5e7bbaaa10380d0006fc154e/416x416.jpg?background=000000&cropX1=0&cropX2=5196&cropY1=0&cropY2=5196,False,False,False,2,$60 B
Billionaires,2022,4,amancio-ortega,23,billionaires,59600,Fashion & Retail,0,True,Amancio Ortega,86,Spain,Not Specified,La Coruna,Zara,Fashion & Retail,Spain,1649102190203,1,faris/5/2022/7034,23,True,True,D,M,-1065484800000.0,Ortega,Amancio,The World's Billionaires,1649116800000,False,False,//specials-images.forbesimg.com/imageserve/5c76b94131358e35dd27748e/416x416.jpg?background=000000&cropX1=179&cropX2=2232&cropY1=216&cropY2=2269,False,False,False,N/A,$59.6 B
Billionaires,2022,4,michael-dell,24,billionaires,55100,Technology,0,True,Michael Dell,57,United States,Texas,Austin,Dell computers,Technology,United States,1664569087124,1,faris/5/2022/5251,24,True,True,U,M,-153187200000.0,Dell,Michael,The World's Billionaires,1649134860000,False,False,https://specials-images.forbesimg.com/imageserve/615c93f9da61f2ff5b9ecf9b/416x416.jpg?background=000000&cropX1=0&cropX2=1678&cropY1=118&cropY2=1797,False,False,False,2,$55.1 B
Billionaires,2022,4,zhang-yiming,25,billionaires,50000,Media & Entertainment,0,True,Zhang Yiming,38,China,Not Specified,Beijing,TikTok,Media & Entertainment,China,1649102193382,1,faris/5/2022/199125,25,False,True,U,M,441763200000.0,Zhang,Yiming,The World's Billionaires,1649116800000,False,False,https://specials-images.forbesimg.com/imageserve/618e91e427fcd6441f93c0c6/416x416.jpg?background=000000&cropX1=227&cropX2=1294&cropY1=14&cropY2=1080,False,False,False,N/A,$50 B
Billionaires,2022,4,david-thomson,26,billionaires,49200,Media & Entertainment,0,True,David Thomson & family,64,Canada,Not Specified,Toronto,media,Media & Entertainment,Canada,1649102194914,1,faris/5/2022/8292,26,True,False,U,M,-396230400000.0,Thomson,David,The World's Billionaires,1649116800000,False,False,https://specials-images.forbesimg.com/imageserve/5a7ba72aa7ea43169012f1b4/416x416.jpg?background=000000&cropX1=1065&cropX2=3315&cropY1=60&cropY2=2310,False,False,False,N/A,$49.2 B
Billionaires,2022,4,phil-knight,27,billionaires,47300,Fashion & Retail,0,True,Phil Knight & family,84,United States,Oregon,Hillsboro,Nike,Fashion & Retail,United States,1664284122459,1,faris/5/2022/5307,27,True,True,D,M,-1005177600000.0,Knight,Phil,The World's Billionaires,1649134860000,False,False,//specials-images.forbesimg.com/imageserve/5a8d930431358e4955adf1bb/416x416.jpg?background=000000&cropX1=1457&cropX2=2405&cropY1=17&cropY2=966,False,False,False,2,$47.3 B
Billionaires,2022,4,dieter-schwarz,28,billionaires,47100,Fashion & Retail,0,True,Dieter Schwarz,82,Germany,Not Specified,Neckarsulm,retail,Fashion & Retail,Germany,1649102198227,1,faris/5/2022/4720,28,False,False,U,M,-955324800000.0,Schwarz,Dieter,The World's Billionaires,1649116800000,False,False,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,False,False,False,N/A,$47.1 B
Billionaires,2022,4,robin-zeng,29,billionaires,44800,Automotive,0,True,Robin Zeng,53,China,Not Specified,Ningde,batteries,Automotive,Hong Kong,1649102199888,1,faris/5/2022/205434,29,False,True,U,M,-31536000000.0,Zeng,Robin,The World's Billionaires,1649116800000,False,False,https://specials-images.forbesimg.com/imageserve/6067bcb1bfd36aed75c0c223/416x416.jpg?background=000000&cropX1=19&cropX2=1080&cropY1=19&cropY2=1080,False,False,False,N/A,$44.8 B
Billionaires,2022,4,mackenzie-scott,30,billionaires,43600,Technology,0,True,MacKenzie Scott,51,United States,Washington,Seattle,Amazon,Technology,United States,1663271546200,1,faris/5/2022/223808,30,False,False,D,F,8294400000.0,Scott,MacKenzie,The World's Billionaires,1649134860000,False,False,https://specials-images.forbesimg.com/imageserve/63325f33de0e387de2dd5389/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,False,False,False,4,$43.6 B
Billionaires,2022,4,rodolphe-saade,31,billionaires,41400,Logistics,0,True,Rodolphe Saadé & family,52,France,Not Specified,Marseille,shipping,Logistics,France,1649102203201,1,faris/5/2022/219711,31,False,False,U,M,5270400000.0,Saadé,Rodolphe,The World's Billionaires,1649116800000,False,False,//specials-images.forbesimg.com/imageserve/5e75a5ce10380d0006fbaa1b/416x416.jpg?background=000000&cropX1=249&cropX2=1628&cropY1=16&cropY2=1394,False,False,False,N/A,$41.4 B
Billionaires,2022,4,francois-pinault,32,billionaires,40400,Fashion & Retail,0,True,François Pinault & family,85,France,Not Specified,Paris,luxury goods,Fashion & Retail,France,1649102204699,1,faris/5/2022/4292,32,True,True,D,M,-1052870400000.0,Pinault,François,The World's Billionaires,1649116800000,False,False,//specials-images.forbesimg.com/imageserve/5f1eeca8e77f92a058fb1a81/416x416.jpg?background=000000&cropX1=1806&cropX2=3901&cropY1=36&cropY2=2133,False,False,False,N/A,$40.4 B
Billionaires,2022,4,klaus-michael-kuehne,33,billionaires,37300,Logistics,0,True,Klaus-Michael Kuehne,84,Switzerland,Not Specified,Schindellegi,shipping,Logistics,Germany,1649102206186,1,faris/5/2022/7220,33,True,False,U,M,-1028246400000.0,Kuehne,Klaus-Michael,The World's Billionaires,1649116800000,False,False,//specials-images.forbesimg.com/imageserve/5e762e4fc7b02d000666c89b/416x416.jpg?background=000000&cropX1=792&cropX2=4141&cropY1=0&cropY2=3347,False,False,False,N/A,$37.3 B
Billionaires,2022,4,ma-huateng,34,billionaires,37200,Technology,0,True,Ma Huateng,50,China,Not Specified,Shenzhen,internet media,Technology,China,1649102207725,1,faris/5/2022/40,34,True,True,D,M,57542400000.0,Ma,Huateng,The World's Billionaires,1649116800000,False,False,https://specials-images.forbesimg.com/imageserve/605e23c0f0986f688fbd3e15/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,False,False,False,N/A,$37.2 B
Billionaires,2022,4,beate-heister-karl-albrecht-jr,35,billionaires,36800,Fashion & Retail,0,True,Beate Heister & Karl Albrecht Jr. & family,0,Germany,Not Specified,Not Specified,supermarkets,Fashion & Retail,Germany,1649102209355,1,faris/5/2022/196408,35,False,False,D,Not Specified,Not Specified,Albrecht Jr.,Beate Heister & Karl,The World's Billionaires,1649116800000,False,False,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,False,False,False,N/A,$36.8 B
Billionaires,2022,4,giovanni-ferrero,36,billionaires,36200,Food & Beverage,0,True,Giovanni Ferrero,57,Belgium,Not Specified,Brussels,"Nutella, chocolates",Food & Beverage,Italy,1649102211110,1,faris/5/2022/206387,36,False,False,U,M,-166579200000.0,Ferrero,Giovanni,The World's Billionaires,1649116800000,False,False,https://specials-images.forbesimg.com/imageserve/5b11bc5ca7ea436b547f29cb/416x416.jpg?background=000000&cropX1=622&cropX2=1844&cropY1=361&cropY2=1582,False,False,False,N/A,$36.2 B
Billionaires,2022,4,li-ka-shing,37,billionaires,34800,Diversified,0,True,Li Ka-shing,93,Hong Kong,Not Specified,Not Specified,diversified,Diversified,Hong Kong,1649102212705,1,faris/5/2022/4812,37,True,True,U,M,-1311292800000.0,Li,Ka-shing,The World's Billionaires,1649116800000,False,False,https://specials-images.forbesimg.com/imageserve/60351d9a688e1407617b2595/416x416.jpg?background=000000&cropX1=1341&cropX2=2035&cropY1=411&cropY2=1105,False,False,False,N/A,$34.8 B
Billionaires,2022,4,stephen-schwarzman,37,billionaires,34800,Finance & Investments,0,True,Stephen Schwarzman,75,United States,New York,New York,investments,Finance & Investments,United States,1664284134952,1,faris/5/2022/7559,38,True,True,U,M,-722044800000.0,Schwarzman,Stephen,The World's Billionaires,1649134860000,False,False,//specials-images.forbesimg.com/imageserve/5d89f4d318444200084e5265/416x416.jpg?background=000000&cropX1=1911&cropX2=5305&cropY1=26&cropY2=3418,False,False,False,2,$34.8 B
Billionaires,2022,4,lee-shau-kee,39,billionaires,32600,Real Estate,0,True,Lee Shau Kee,94,Hong Kong,Not Specified,Hong Kong,real estate,Real Estate,Hong Kong,1649102215882,1,faris/5/2022/4316,39,True,True,U,M,-1323043200000.0,Lee,Shau Kee,The World's Billionaires,1649116800000,False,False,https://specials-images.forbesimg.com/imageserve/605e29dee450fb635e9d9140/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,False,False,False,N/A,$32.6 B
Billionaires,2022,4,len-blavatnik,40,billionaires,32500,Diversified,0,True,Len Blavatnik,64,United Kingdom,Not Specified,London,"music, chemicals",Diversified,United States,1664376593448,1,faris/5/2022/7490,40,True,True,U,M,-397180800000.0,Blavatnik,Len,The World's Billionaires,1649134860000,False,False,//specials-images.forbesimg.com/imageserve/5c745d7b4bbe6f072958dac9/416x416.jpg?background=000000&cropX1=473&cropX2=2103&cropY1=123&cropY2=1753,False,False,False,2,$32.5 B
Billionaires,2022,4,jacqueline-mars,41,billionaires,31700,Food & Beverage,0,True,Jacqueline Mars,82,United States,Virginia,The Plains,"candy, pet food",Food & Beverage,United States,1664284126163,1,faris/5/2022/5783,41,True,False,U,F,-953942400000.0,Mars,Jacqueline,The World's Billionaires,1649134860000,False,False,//specials-images.forbesimg.com/imageserve/59d50d06a7ea436b47b36d84/416x416.jpg?background=000000&cropX1=147&cropX2=1649&cropY1=377&cropY2=1879,False,False,False,N/A,$31.7 B
Billionaires,2022,4,john-mars,41,billionaires,31700,Food & Beverage,0,True,John Mars,86,United States,Wyoming,Jackson,"candy, pet food",Food & Beverage,United States,1664284127751,1,faris/5/2022/5781,42,False,False,U,M,-1079740800000.0,Mars,John,The World's Billionaires,1649134860000,False,False,//specials-images.forbesimg.com/imageserve/5ba41e08a7ea434e4c6948eb/416x416.jpg?background=000000&cropX1=53&cropX2=1401&cropY1=9&cropY2=1357,False,False,False,N/A,$31.7 B
Billionaires,2022,4,alain-wertheimer,43,billionaires,31200,Fashion & Retail,0,True,Alain Wertheimer,73,United States,New York,New York,Chanel,Fashion & Retail,France,1649102221940,1,faris/5/2022/194894,43,True,False,D,M,-673574400000.0,Wertheimer,Alain,The World's Billionaires,1649116800000,False,False,https://specials-images.forbesimg.com/imageserve/6038217dfcc7547219c6da2b/416x416.jpg?background=000000&cropX1=91&cropX2=1460&cropY1=172&cropY2=1541,False,False,False,N/A,$31.2 B
Billionaires,2022,4,gerard-wertheimer-1,43,billionaires,31200,Fashion & Retail,0,True,Gerard Wertheimer,71,United States,New York,New York,Chanel,Fashion & Retail,France,1649102223575,1,faris/5/2022/4400,44,True,False,D,M,-598924800000.0,Wertheimer,Gerard,The World's Billionaires,1649116800000,False,False,//specials-images.forbesimg.com/imageserve/5e759fd2c7b02d000666c44e/416x416.jpg?background=000000&cropX1=39&cropX2=1396&cropY1=18&cropY2=1375,False,False,False,N/A,$31.2 B
Billionaires,2022,4,german-larrea-mota-velasco,45,billionaires,30800,Metals & Mining,0,True,German Larrea Mota Velasco & family,68,Mexico,Not Specified,Mexico City,mining,Metals & Mining,Mexico,1649102225248,1,faris/5/2022/4175,45,False,False,U,M,-510710400000.0,Larrea Mota Velasco,German,The World's Billionaires,1649116800000,False,False,//specials-images.forbesimg.com/imageserve/597a47174bbe6f3eb800b6b8/416x416.jpg?background=000000&cropX1=1901&cropX2=3603&cropY1=368&cropY2=2069,False,False,False,N/A,$30.8 B
Billionaires,2022,4,gina-rinehart,46,billionaires,30200,Metals & Mining,0,True,Gina Rinehart,68,Australia,Not Specified,Perth,mining,Metals & Mining,Australia,1649102226810,1,faris/5/2022/8330,46,True,False,U,F,-501552000000.0,Rinehart,Gina,The World's Billionaires,1649116800000,False,False,//specials-images.forbesimg.com/imageserve/5c794b404bbe6f659da9afee/416x416.jpg?background=000000&cropX1=231&cropX2=2298&cropY1=485&cropY2=2552,False,False,False,N/A,$30.2 B
Billionaires,2022,4,shiv-nadar,47,billionaires,28700,Technology,0,True,Shiv Nadar,76,India,Not Specified,Delhi,software services,Technology,India,1665526206093,1,faris/5/2022/4855,47,True,True,U,M,-771811200000.0,Nadar,Shiv,The World's Billionaires,1649134860000,False,False,https://specials-images.forbesimg.com/imageserve/605e2b0c7cd0a7025abd3e15/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,False,False,False,N/A,$28.7 B
Billionaires,2022,4,jim-simons,48,billionaires,28600,Finance & Investments,0,True,Jim Simons,83,United States,New York,East Setauket,hedge funds,Finance & Investments,United States,1664284136785,1,faris/5/2022/7521,48,False,True,U,M,-999993600000.0,Simons,Jim,The World's Billionaires,1649134860000,False,False,//specials-images.forbesimg.com/imageserve/5d8bd8326de3150009a51efb/416x416.jpg?background=000000&cropX1=1332&cropX2=2541&cropY1=0&cropY2=1208,False,False,False,3,$28.6 B
Billionaires,2022,4,he-xiangjian,49,billionaires,28300,Manufacturing,0,True,He Xiangjian,79,China,Not Specified,Foshan,home appliances,Manufacturing,China,1649102231711,1,faris/5/2022/73,49,True,True,D,M,-864432000000.0,He,Xiangjian,The World's Billionaires,1649116800000,False,False,https://specials-images.forbesimg.com/imageserve/5f88aa3c6e0f7a6ca036fc64/416x416.jpg?background=000000&cropX1=1462&cropX2=2567&cropY1=1200&cropY2=2305,False,False,False,N/A,$28.3 B
Billionaires,2022,4,miriam-adelson,50,billionaires,27500,Gambling & Casinos,0,True,Miriam Adelson & family,76,United States,Nevada,Las Vegas,casinos,Gambling & Casinos,United States,1664284138401,1,faris/5/2022/239999,50,False,False,D,F,-764553600000.0,Adelson,Miriam,The World's Billionaires,1649134860000,False,False,https://specials-images.forbesimg.com/imageserve/605e494f800955d12c9d9142/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,False,False,False,2,$27.5 B
Billionaires,2022,4,dietrich-mateschitz,51,billionaires,27400,Food & Beverage,0,True,Dietrich Mateschitz,77,Austria,Not Specified,Fuschl am See,Red Bull,Food & Beverage,Austria,1649102234835,1,faris/5/2022/7378,51,True,True,U,M,-808444800000.0,Mateschitz,Dietrich,The World's Billionaires,1649116800000,False,False,//specials-images.forbesimg.com/imageserve/5e7419c910380d0006bdab6a/416x416.jpg?background=000000&cropX1=882&cropX2=3841&cropY1=6&cropY2=2966,False,False,False,N/A,$27.4 B
Billionaires,2022,4,leonardo-del-vecchio,52,billionaires,27300,Fashion & Retail,0,True,Leonardo Del Vecchio & family,86,Italy,Not Specified,Milan,eyeglasses,Fashion & Retail,Italy,1656348061434,1,faris/5/2022/4730,52,True,True,U,M,-1092355200000.0,Del Vecchio,Leonardo,The World's Billionaires,1649134860000,False,False,https://specials-images.forbesimg.com/imageserve/605e2e8ca4f18e06b39d9142/416x416.jpg?background=000000&cropX1=0&cropX2=1384&cropY1=0&cropY2=1384,False,False,False,N/A,$27.3 B
Billionaires,2022,4,ken-griffin,53,billionaires,27200,Finance & Investments,0,True,Ken Griffin,53,United States,Illinois,Chicago,hedge funds,Finance & Investments,United States,1664826998210,1,faris/5/2022/7428,53,True,True,U,M,-38275200000.0,Griffin,Ken,The World's Billionaires,1649134860000,False,False,https://specials-images.forbesimg.com/imageserve/6247575a5af6af682d503f2f/416x416.jpg?background=000000&cropX1=0&cropX2=1966&cropY1=0&cropY2=1966,False,False,False,3,$27.2 B
Billionaires,2022,4,tadashi-yanai,54,billionaires,26100,Fashion & Retail,0,True,Tadashi Yanai & family,73,Japan,Not Specified,Tokyo,fashion retail,Fashion & Retail,Japan,1654027665284,1,faris/5/2022/4495,54,True,True,D,M,-659491200000.0,Yanai,Tadashi,The World's Billionaires,1649199600000,False,False,https://specials-images.forbesimg.com/imageserve/629e5b3c7d9ce19405b62126/416x416.jpg?background=000000&cropX1=449&cropX2=3582&cropY1=90&cropY2=3219,False,False,False,N/A,$26.1 B
Billionaires,2022,4,william-lei-ding,55,billionaires,25200,Technology,0,True,William Lei Ding,50,China,Not Specified,Hangzhou,online games,Technology,China,1649102241161,1,faris/5/2022/7815,55,False,True,D,M,55123200000.0,Ding,William Lei,The World's Billionaires,1649116800000,False,False,//specials-images.forbesimg.com/imageserve/5e790d54c7b02d000666fa67/416x416.jpg?background=000000&cropX1=571&cropX2=4018&cropY1=0&cropY2=3445,False,False,False,N/A,$25.2 B
Billionaires,2022,4,susanne-klatten,56,billionaires,24300,Automotive,0,True,Susanne Klatten,59,Germany,Not Specified,Bad Homburg,"BMW, pharmaceuticals",Automotive,Germany,1649102242604,1,faris/5/2022/7343,56,True,False,D,F,-242352000000.0,Klatten,Susanne,The World's Billionaires,1649116800000,False,False,https://specials-images.forbesimg.com/imageserve/605e281e4f49584f571c9c42/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,False,False,False,N/A,$24.3 B
